date,region,product,category,channel,campaign,orders,impressions,discount_band,revenue,holiday_flag,inventory_status,incident_flag
2025-04-17,South,Organic Bundle,Grocery,Mobile,Campaign_A,49,1059,none,3692.86,0,in_stock,0
2025-04-17,North,Headphones,Electronics,Web,Campaign_A,38,354,low,7343.92,0,in_stock,0
2025-04-17,East,Smart Lamp,Home,Retail,Campaign_B,38,939,high,2127.1,0,in_stock,0
2025-04-17,North,Yoga Mat,Sports,Retail,Campaign_C,44,416,none,1840.48,0,in_stock,0
2025-04-17,West,Dumbbell Set,Sports,Mobile,Campaign_B,51,508,none,8173.53,0,in_stock,0
2025-04-17,West,Skincare Kit,Beauty,Mobile,Campaign_A,42,931,none,4479.26,0,in_stock,0
2025-04-17,East,Organic Bundle,Grocery,Web,Campaign_C,21,210,none,1282.35,0,low_stock,0
2025-04-17,North,Smart Lamp,Home,Retail,Campaign_A,49,1061,none,4502.44,0,in_stock,0
2025-04-18,South,Running Shoes,Fashion,Mobile,Campaign_B,30,739,none,3508.52,0,in_stock,0
2025-04-18,South,Smart Lamp,Home,Web,Campaign_B,36,490,low,2695.66,0,in_stock,0
2025-04-18,South,Standing Desk,Furniture,Mobile,Campaign_A,55,683,low,37920.34,0,in_stock,0
2025-04-18,South,Organic Bundle,Grocery,Web,,32,533,none,1822.81,0,in_stock,0
2025-04-18,North,Skincare Kit,Beauty,Web,Campaign_C,21,389,high,1320.74,0,in_stock,0
2025-04-18,North,Running Shoes,Fashion,Web,Campaign_C,41,655,none,4777.27,0,in_stock,0
2025-04-18,North,Organic Bundle,Grocery,Web,Campaign_B,56,1392,medium,3092.6,0,in_stock,0
2025-04-18,West,Standing Desk,Furniture,Web,Campaign_A,58,1134,none,45133.26,0,in_stock,0
2025-04-18,West,Dumbbell Set,Sports,Retail,Campaign_B,15,320,high,1627.72,0,in_stock,0
2025-04-18,East,Smart Lamp,Home,Mobile,Campaign_B,64,886,medium,4262.57,0,in_stock,0
2025-04-18,East,Skincare Kit,Beauty,Web,,44,935,none,4139.54,0,in_stock,0
2025-04-18,East,Headphones,Electronics,Mobile,Campaign_C,46,805,none,9058.62,0,low_stock,0
2025-04-18,North,Office Chair,Furniture,Mobile,Campaign_A,32,568,low,13022.12,0,in_stock,0
2025-04-19,North,Standing Desk,Furniture,Web,Campaign_B,41,824,none,26195.46,0,in_stock,0
2025-04-19,South,Smart Lamp,Home,Mobile,Campaign_B,72,1796,high,3573.63,0,in_stock,0
2025-04-19,North,Skincare Kit,Beauty,Web,Campaign_A,30,402,medium,2578.45,0,in_stock,0
2025-04-19,North,Headphones,Electronics,Web,Campaign_A,53,877,none,10948.11,0,in_stock,0
2025-04-19,North,Yoga Mat,Sports,Web,Campaign_B,49,526,none,2706.42,0,in_stock,0
2025-04-19,West,Smart Lamp,Home,Mobile,Campaign_C,60,842,low,4391.4,0,in_stock,0
2025-04-19,South,Dumbbell Set,Sports,Mobile,Campaign_A,34,309,medium,4166.31,0,in_stock,0
2025-04-19,West,Winter Jacket,Fashion,Mobile,Campaign_A,102,2129,high,16142.29,0,in_stock,0
2025-04-19,East,Organic Bundle,Grocery,Retail,Campaign_B,9,208,low,514.09,0,in_stock,0
2025-04-19,East,Headphones,Electronics,Web,Campaign_A,82,1446,none,17825.18,0,in_stock,0
2025-04-19,East,Smart Lamp,Home,Mobile,Campaign_C,62,1212,low,4185.47,0,in_stock,0
2025-04-19,East,Standing Desk,Furniture,Mobile,Campaign_A,38,557,medium,20934.14,0,in_stock,0
2025-04-19,West,Office Chair,Furniture,Web,Campaign_A,53,496,medium,16544.35,0,in_stock,0
2025-04-20,South,Standing Desk,Furniture,Retail,Campaign_C,54,723,none,31625.11,0,in_stock,0
2025-04-20,South,Coffee Pack,Grocery,Mobile,Campaign_B,52,571,low,1604.26,0,in_stock,0
2025-04-20,South,Yoga Mat,Sports,Web,Campaign_A,50,1171,none,2972.7,0,in_stock,0
2025-04-20,North,Dumbbell Set,Sports,Mobile,Campaign_A,35,682,none,5703.19,0,in_stock,0
2025-04-20,North,Laptop,Electronics,Web,Campaign_A,46,503,none,56941.4,0,low_stock,0
2025-04-20,North,Office Chair,Furniture,Web,Campaign_B,28,244,none,11141.49,0,in_stock,0
2025-04-20,South,Laptop,Electronics,Mobile,Campaign_B,47,845,none,56680.89,0,low_stock,0
2025-04-20,West,T-Shirt,Fashion,Mobile,Campaign_B,86,1610,medium,2849.46,0,in_stock,0
2025-04-20,West,Office Chair,Furniture,Mobile,,31,768,low,9779.94,0,in_stock,0
2025-04-20,East,Skincare Kit,Beauty,Web,Campaign_B,43,490,high,2653.34,0,in_stock,0
2025-04-20,East,Office Chair,Furniture,Web,,58,1201,high,13059.11,0,in_stock,0
2025-04-20,East,Winter Jacket,Fashion,Retail,Campaign_A,20,475,none,4385.16,0,in_stock,0
2025-04-20,West,Organic Bundle,Grocery,Mobile,Campaign_A,32,781,none,2148.17,0,in_stock,0
2025-04-21,South,Snack Box,Grocery,Web,Campaign_C,50,1188,low,960.66,0,in_stock,0
2025-04-21,South,Skincare Kit,Beauty,Mobile,Campaign_A,7,99,none,804.91,0,in_stock,0
2025-04-21,South,Smart Lamp,Home,Mobile,Campaign_C,36,790,none,2759.09,0,in_stock,0
2025-04-21,South,Tablet,Electronics,Mobile,Campaign_C,11,831,medium,4009.07,0,out_of_stock,0
2025-04-21,North,Skincare Kit,Beauty,Mobile,Campaign_A,39,494,none,4213.43,0,in_stock,0
2025-04-21,North,Smart Lamp,Home,Web,Campaign_A,50,812,high,2900.37,0,in_stock,0
2025-04-21,North,Snack Box,Grocery,Web,Campaign_A,59,1075,low,1241.52,0,in_stock,0
2025-04-21,West,Office Chair,Furniture,Web,Campaign_B,56,566,low,19018.19,0,in_stock,0
2025-04-21,West,Laptop,Electronics,Web,Campaign_B,38,631,high,31098.21,0,in_stock,0
2025-04-21,West,Winter Jacket,Fashion,Mobile,Campaign_B,62,1420,medium,12351.63,0,in_stock,0
2025-04-21,East,T-Shirt,Fashion,Web,Campaign_A,32,623,none,1504.04,0,low_stock,0
2025-04-21,East,Dumbbell Set,Sports,Web,,38,900,high,3755.82,0,in_stock,0
2025-04-21,East,Snack Box,Grocery,Mobile,Campaign_B,49,1058,low,912.99,0,low_stock,0
2025-04-21,East,Office Chair,Furniture,Web,Campaign_A,29,724,none,11641.2,0,in_stock,0
2025-04-21,West,Smart Lamp,Home,Web,Campaign_C,58,1163,low,4048.77,0,in_stock,0
2025-04-22,North,Yoga Mat,Sports,Web,Campaign_B,2,43,none,107.4,0,in_stock,0
2025-04-22,South,Smart Lamp,Home,Web,,28,649,none,2030.77,0,in_stock,0
2025-04-22,South,Dumbbell Set,Sports,Mobile,Campaign_A,37,641,none,5973.55,0,in_stock,0
2025-04-22,North,Organic Bundle,Grocery,Web,Campaign_B,22,444,high,972.05,0,in_stock,0
2025-04-22,East,Organic Bundle,Grocery,Retail,Campaign_B,43,614,medium,2005.1,0,in_stock,0
2025-04-22,West,Winter Jacket,Fashion,Web,Campaign_A,49,803,low,11208.08,0,in_stock,0
2025-04-22,East,Skincare Kit,Beauty,Web,Campaign_A,38,411,high,2867.8,0,in_stock,0
2025-04-22,East,Smart Lamp,Home,Web,Campaign_A,52,511,medium,3850.04,0,in_stock,0
2025-04-22,West,Smart Lamp,Home,Web,,19,177,low,1111.88,0,in_stock,0
2025-04-23,South,Coffee Pack,Grocery,Mobile,,67,1475,none,2074.29,0,in_stock,0
2025-04-23,South,Smart Lamp,Home,Mobile,Campaign_A,38,548,none,3563.2,0,in_stock,0
2025-04-23,South,Running Shoes,Fashion,Web,,37,395,medium,3459.67,0,in_stock,0
2025-04-23,North,Smart Lamp,Home,Web,Campaign_C,37,676,low,2474.38,0,in_stock,0
2025-04-23,North,Skincare Kit,Beauty,Mobile,,29,560,none,2404.31,0,in_stock,0
2025-04-23,North,Snack Box,Grocery,Mobile,Campaign_C,23,451,high,278.51,0,low_stock,0
2025-04-23,South,Skincare Kit,Beauty,Web,Campaign_A,59,758,low,6158.84,0,in_stock,0
2025-04-23,West,Standing Desk,Furniture,Web,Campaign_A,78,1495,medium,43238.02,0,in_stock,0
2025-04-23,East,Tablet,Electronics,Mobile,Campaign_A,18,214,none,8707.75,0,in_stock,0
2025-04-23,East,Smart Lamp,Home,Retail,Campaign_A,33,314,medium,2703.16,0,low_stock,0
2025-04-23,East,Standing Desk,Furniture,Mobile,Campaign_B,45,702,low,25364.15,0,low_stock,0
2025-04-23,East,Skincare Kit,Beauty,Web,Campaign_C,26,629,low,2014.8,0,in_stock,0
2025-04-23,West,Skincare Kit,Beauty,Mobile,Campaign_A,11,581,low,1313.8,0,out_of_stock,0
2025-04-24,South,Smartphone,Electronics,Web,Campaign_A,53,527,low,39359.98,0,in_stock,0
2025-04-24,South,Skincare Kit,Beauty,Web,Campaign_B,56,1197,low,5444.81,0,in_stock,0
2025-04-24,North,Headphones,Electronics,Mobile,Campaign_A,37,496,medium,7231.72,0,in_stock,0
2025-04-24,North,Organic Bundle,Grocery,Web,Campaign_A,2,18,medium,105.08,0,in_stock,0
2025-04-24,North,Dumbbell Set,Sports,Web,Campaign_A,39,405,none,7308.32,0,in_stock,0
2025-04-24,East,Winter Jacket,Fashion,Mobile,Campaign_A,57,943,low,11796.74,0,in_stock,0
2025-04-24,West,Coffee Pack,Grocery,Retail,Campaign_A,59,511,low,2188.33,0,in_stock,0
2025-04-24,East,Dumbbell Set,Sports,Web,Campaign_B,55,1068,low,8407.06,0,in_stock,0
2025-04-24,East,Organic Bundle,Grocery,Mobile,Campaign_A,46,872,none,3280.96,0,in_stock,0
2025-04-24,East,Office Chair,Furniture,Retail,Campaign_A,33,646,none,13374.76,0,in_stock,0
2025-04-24,West,Smart Lamp,Home,Retail,Campaign_B,35,399,none,3120.63,0,low_stock,0
2025-04-25,South,Dumbbell Set,Sports,Web,Campaign_A,33,542,high,4026.79,0,in_stock,0
2025-04-25,South,Skincare Kit,Beauty,Web,Campaign_A,39,464,none,4536.51,0,in_stock,0
2025-04-25,West,Standing Desk,Furniture,Retail,Campaign_B,29,331,none,19893.2,0,in_stock,0
2025-04-25,South,Tablet,Electronics,Mobile,Campaign_C,45,666,high,14745.8,0,in_stock,0
2025-04-25,North,Skincare Kit,Beauty,Web,Campaign_A,49,567,none,4876.92,0,in_stock,0
2025-04-25,South,Standing Desk,Furniture,Web,,7,122,medium,3092.32,0,in_stock,0
2025-04-25,North,Dumbbell Set,Sports,Retail,Campaign_A,44,603,none,7594.13,0,in_stock,0
2025-04-25,East,Headphones,Electronics,Web,,65,657,high,7711.27,0,in_stock,0
2025-04-25,West,Snack Box,Grocery,Mobile,Campaign_A,23,292,low,444.02,0,in_stock,0
2025-04-25,West,Skincare Kit,Beauty,Web,Campaign_C,32,263,none,3185.85,0,in_stock,0
2025-04-25,West,Smart Lamp,Home,Web,Campaign_A,34,427,low,2593.45,0,in_stock,0
2025-04-25,North,Running Shoes,Fashion,Web,Campaign_B,49,1221,none,5635.16,0,in_stock,0
2025-04-25,East,Smart Lamp,Home,Web,Campaign_A,38,375,high,2473.21,0,in_stock,0
2025-04-26,South,Laptop,Electronics,Mobile,Campaign_A,56,795,medium,59547.25,0,in_stock,0
2025-04-26,South,Standing Desk,Furniture,Mobile,Campaign_A,49,661,none,30984.27,0,in_stock,0
2025-04-26,South,Winter Jacket,Fashion,Mobile,Campaign_A,46,744,high,7830.95,0,low_stock,0
2025-04-26,North,Dumbbell Set,Sports,Mobile,Campaign_B,55,742,low,7146.52,0,in_stock,0
2025-04-26,North,Office Chair,Furniture,Web,Campaign_B,39,751,high,10859.41,0,in_stock,0
2025-04-26,North,Coffee Pack,Grocery,Retail,Campaign_B,29,246,low,855.15,0,in_stock,0
2025-04-26,North,Laptop,Electronics,Mobile,Campaign_A,16,1207,none,19490.13,0,out_of_stock,0
2025-04-26,West,Smart Lamp,Home,Web,Campaign_A,30,395,low,2584.64,0,in_stock,0
2025-04-26,West,Coffee Pack,Grocery,Web,Campaign_B,83,1332,none,2534.75,0,low_stock,0
2025-04-26,East,Standing Desk,Furniture,Web,Campaign_B,45,525,low,23598.46,0,in_stock,0
2025-04-26,East,Snack Box,Grocery,Mobile,Campaign_A,48,965,medium,989.03,0,low_stock,0
2025-04-26,East,T-Shirt,Fashion,Mobile,Campaign_A,29,689,none,1256.56,0,in_stock,0
2025-04-26,East,Smartphone,Electronics,Web,Campaign_C,51,1185,low,29053.45,0,in_stock,0
2025-04-27,South,Organic Bundle,Grocery,Web,Campaign_A,18,297,high,943.61,0,in_stock,0
2025-04-27,South,Yoga Mat,Sports,Mobile,Campaign_B,29,239,none,1407.48,0,in_stock,0
2025-04-27,North,Office Chair,Furniture,Retail,Campaign_B,43,802,none,15390.87,0,in_stock,0
2025-04-27,North,Smartphone,Electronics,Retail,Campaign_A,58,1074,none,48030.57,0,in_stock,0
2025-04-27,North,Smart Lamp,Home,Retail,Campaign_B,55,896,none,4148.87,0,in_stock,0
2025-04-27,North,Yoga Mat,Sports,Mobile,,62,1148,none,2946.94,0,in_stock,0
2025-04-27,South,Standing Desk,Furniture,Mobile,Campaign_C,23,392,none,13256.01,0,in_stock,0
2025-04-27,West,Running Shoes,Fashion,Web,Campaign_A,56,1262,none,8611.09,0,in_stock,0
2025-04-27,East,Winter Jacket,Fashion,Mobile,Campaign_A,48,419,high,8861.35,0,in_stock,0
2025-04-27,East,Office Chair,Furniture,Mobile,Campaign_A,44,534,high,11547.6,0,in_stock,0
2025-04-27,East,Skincare Kit,Beauty,Web,Campaign_B,66,1196,none,7008.99,0,in_stock,0
2025-04-27,West,Smart Lamp,Home,Retail,Campaign_B,54,883,medium,3800.71,0,in_stock,0
2025-04-27,East,Headphones,Electronics,Mobile,,40,778,medium,5698.62,0,in_stock,0
2025-04-28,South,Smartphone,Electronics,Mobile,Campaign_B,10,159,low,6643.37,0,in_stock,0
2025-04-28,South,Winter Jacket,Fashion,Mobile,Campaign_B,34,688,none,7736.94,0,in_stock,0
2025-04-28,South,Office Chair,Furniture,Mobile,Campaign_C,50,404,none,16884.86,0,in_stock,0
2025-04-28,North,T-Shirt,Fashion,Mobile,Campaign_C,61,1200,high,1464.5,0,in_stock,0
2025-04-28,North,Skincare Kit,Beauty,Web,Campaign_A,36,435,none,3912.85,0,in_stock,0
2025-04-28,North,Tablet,Electronics,Web,Campaign_A,6,136,none,3341.73,0,in_stock,0
2025-04-28,North,Coffee Pack,Grocery,Web,Campaign_A,57,1234,medium,1662.12,0,in_stock,0
2025-04-28,West,Winter Jacket,Fashion,Web,Campaign_C,27,241,none,5312.42,0,in_stock,0
2025-04-28,West,Snack Box,Grocery,Mobile,,57,684,none,1077.4,0,in_stock,0
2025-04-28,East,Winter Jacket,Fashion,Mobile,Campaign_A,6,124,medium,1353.62,0,in_stock,0
2025-04-28,East,Smart Lamp,Home,Web,Campaign_A,66,635,none,5975.34,0,low_stock,0
2025-04-29,South,Smart Lamp,Home,Web,Campaign_C,33,617,medium,2110.01,0,in_stock,0
2025-04-29,South,Yoga Mat,Sports,Web,Campaign_B,4,230,high,187.62,0,out_of_stock,0
2025-04-29,South,Smartphone,Electronics,Web,Campaign_A,31,551,none,23947.3,0,low_stock,0
2025-04-29,South,Skincare Kit,Beauty,Web,Campaign_A,44,355,medium,4126.23,0,in_stock,0
2025-04-29,North,Headphones,Electronics,Web,Campaign_A,33,598,high,6043.45,0,in_stock,0
2025-04-29,North,Standing Desk,Furniture,Mobile,Campaign_A,46,690,low,28711.48,0,in_stock,0
2025-04-29,East,Smart Lamp,Home,Web,Campaign_B,20,429,none,1526.28,0,in_stock,0
2025-04-29,West,T-Shirt,Fashion,Mobile,Campaign_B,44,380,none,1882.83,0,in_stock,0
2025-04-29,West,Snack Box,Grocery,Web,Campaign_B,38,847,none,738.34,0,in_stock,0
2025-04-29,East,Dumbbell Set,Sports,Mobile,Campaign_B,34,474,none,4915.65,0,in_stock,0
2025-04-29,East,Standing Desk,Furniture,Mobile,Campaign_A,60,880,low,36791.05,0,in_stock,0
2025-04-29,West,Office Chair,Furniture,Mobile,,20,223,none,6613.07,0,in_stock,0
2025-04-30,North,Dumbbell Set,Sports,Web,Campaign_B,54,1176,none,8324.67,0,in_stock,0
2025-04-30,South,Snack Box,Grocery,Web,Campaign_B,28,688,none,622.81,0,in_stock,0
2025-04-30,South,Skincare Kit,Beauty,Web,Campaign_A,56,608,none,6516.75,0,in_stock,0
2025-04-30,South,Running Shoes,Fashion,Mobile,Campaign_A,9,494,high,893.65,0,out_of_stock,0
2025-04-30,North,Running Shoes,Fashion,Web,Campaign_A,44,1060,none,5548.65,0,in_stock,0
2025-04-30,North,Skincare Kit,Beauty,Mobile,Campaign_B,32,737,high,2348.01,0,low_stock,0
2025-04-30,South,Smart Lamp,Home,Retail,Campaign_A,17,324,low,1543.88,0,low_stock,0
2025-04-30,West,Skincare Kit,Beauty,Web,Campaign_A,36,360,none,3899.75,0,in_stock,0
2025-04-30,East,Tablet,Electronics,Web,,49,1147,none,20580.14,0,in_stock,0
2025-04-30,East,Skincare Kit,Beauty,Web,Campaign_B,45,697,none,4117.37,0,in_stock,0
2025-04-30,North,Laptop,Electronics,Mobile,Campaign_B,40,859,none,47028.08,0,in_stock,0
2025-04-30,East,Organic Bundle,Grocery,Mobile,Campaign_A,40,697,none,3073.39,0,in_stock,0
2025-04-30,West,Standing Desk,Furniture,Web,Campaign_B,53,840,none,30501.6,0,in_stock,0
2025-05-01,South,T-Shirt,Fashion,Mobile,Campaign_B,40,391,none,1454.59,0,in_stock,0
2025-05-01,North,T-Shirt,Fashion,Mobile,Campaign_B,35,730,none,1292.49,0,low_stock,0
2025-05-01,North,Yoga Mat,Sports,Web,Campaign_B,70,1175,none,3940.77,0,in_stock,0
2025-05-01,North,Headphones,Electronics,Retail,Campaign_A,45,778,low,9809.35,0,in_stock,0
2025-05-01,West,Standing Desk,Furniture,Mobile,Campaign_C,40,916,low,21981.76,0,in_stock,0
2025-05-01,South,Smart Lamp,Home,Mobile,Campaign_A,26,231,low,2245.86,0,in_stock,0
2025-05-01,West,Organic Bundle,Grocery,Web,Campaign_B,31,748,low,1951.34,0,low_stock,0
2025-05-01,East,T-Shirt,Fashion,Web,Campaign_C,64,1150,medium,1851.01,0,in_stock,0
2025-05-01,East,Skincare Kit,Beauty,Mobile,Campaign_C,52,1127,low,3992.07,0,in_stock,0
2025-05-01,East,Standing Desk,Furniture,Web,Campaign_A,75,933,none,59297.7,0,in_stock,0
2025-05-01,East,Headphones,Electronics,Web,Campaign_C,41,732,low,6381.35,0,in_stock,0
2025-05-01,West,Dumbbell Set,Sports,Mobile,Campaign_A,56,1181,medium,7585.81,0,in_stock,0
2025-05-02,South,Headphones,Electronics,Mobile,Campaign_C,52,672,high,7472.2,0,in_stock,0
2025-05-02,South,Winter Jacket,Fashion,Web,Campaign_A,27,453,medium,5191.29,0,in_stock,0
2025-05-02,South,Skincare Kit,Beauty,Mobile,Campaign_A,34,780,none,3548.36,0,low_stock,0
2025-05-02,North,Yoga Mat,Sports,Web,Campaign_A,31,427,low,1536.35,0,in_stock,0
2025-05-02,North,Skincare Kit,Beauty,Web,Campaign_A,39,611,low,3726.96,0,in_stock,0
2025-05-02,West,Smart Lamp,Home,Web,Campaign_A,50,476,none,4030.44,0,low_stock,0
2025-05-02,West,Winter Jacket,Fashion,Retail,Campaign_A,30,699,high,4961.52,0,in_stock,0
2025-05-02,West,Headphones,Electronics,Mobile,Campaign_A,15,135,low,3411.22,0,in_stock,0
2025-05-02,East,Winter Jacket,Fashion,Mobile,Campaign_B,55,1333,none,11728.87,0,in_stock,0
2025-05-02,East,Tablet,Electronics,Retail,Campaign_A,53,1310,none,31331.58,0,in_stock,0
2025-05-02,West,Skincare Kit,Beauty,Retail,Campaign_A,48,603,none,5164.98,0,in_stock,0
2025-05-02,East,Dumbbell Set,Sports,Mobile,Campaign_A,31,730,low,5309.31,0,in_stock,0
2025-05-03,South,T-Shirt,Fashion,Web,Campaign_C,42,633,low,1406.85,0,in_stock,0
2025-05-03,North,Winter Jacket,Fashion,Web,Campaign_A,45,694,medium,8717.52,0,in_stock,0
2025-05-03,South,Standing Desk,Furniture,Mobile,Campaign_B,27,650,low,16112.55,0,low_stock,0
2025-05-03,South,Organic Bundle,Grocery,Web,Campaign_A,11,100,low,759.99,0,in_stock,0
2025-05-03,North,Smart Lamp,Home,Web,Campaign_B,55,715,medium,3210.37,0,in_stock,0
2025-05-03,West,Yoga Mat,Sports,Mobile,Campaign_C,49,892,medium,2000.8,0,in_stock,0
2025-05-03,East,Tablet,Electronics,Web,Campaign_A,16,1144,none,9963.88,0,out_of_stock,0
2025-05-03,East,T-Shirt,Fashion,Web,Campaign_A,13,436,high,452.64,0,out_of_stock,0
2025-05-03,East,Snack Box,Grocery,Retail,,30,507,medium,411.28,0,in_stock,0
2025-05-03,West,Organic Bundle,Grocery,Web,,80,1480,high,3053.22,0,in_stock,0
2025-05-04,South,Smart Lamp,Home,Retail,Campaign_A,51,843,none,4850.79,0,in_stock,0
2025-05-04,South,Office Chair,Furniture,Mobile,Campaign_A,35,794,none,15999.93,0,in_stock,0
2025-05-04,South,Headphones,Electronics,Retail,Campaign_A,58,1197,none,12714.17,0,in_stock,0
2025-05-04,North,Skincare Kit,Beauty,Retail,Campaign_A,45,1122,low,4581.31,0,in_stock,0
2025-05-04,North,Running Shoes,Fashion,Retail,Campaign_A,59,1267,none,8980.07,0,in_stock,0
2025-05-04,North,Office Chair,Furniture,Mobile,Campaign_B,15,828,none,5812.18,0,out_of_stock,0
2025-05-04,South,Snack Box,Grocery,Mobile,Campaign_B,71,1018,none,1486.83,0,in_stock,0
2025-05-04,West,Snack Box,Grocery,Mobile,Campaign_B,52,500,low,1079.67,0,in_stock,0
2025-05-04,West,Smart Lamp,Home,Mobile,Campaign_C,54,1162,low,3260.08,0,in_stock,0
2025-05-04,East,Skincare Kit,Beauty,Web,Campaign_B,66,1636,none,6336.27,0,in_stock,0
2025-05-04,East,Office Chair,Furniture,Web,Campaign_B,19,273,low,6783.49,0,in_stock,0
2025-05-04,East,Yoga Mat,Sports,Web,Campaign_C,36,591,none,1863.76,0,in_stock,0
2025-05-04,North,Smart Lamp,Home,Retail,Campaign_A,36,660,none,3657.05,0,in_stock,0
2025-05-05,South,Skincare Kit,Beauty,Web,,61,874,none,4661.98,0,in_stock,0
2025-05-05,South,Standing Desk,Furniture,Web,Campaign_B,38,828,low,24279.1,0,low_stock,0
2025-05-05,North,Skincare Kit,Beauty,Mobile,Campaign_A,37,387,none,3931.62,0,low_stock,0
2025-05-05,North,Standing Desk,Furniture,Web,Campaign_B,19,436,none,11025.28,0,in_stock,0
2025-05-05,North,Winter Jacket,Fashion,Retail,Campaign_B,12,140,none,2446.02,0,in_stock,0
2025-05-05,West,Running Shoes,Fashion,Mobile,Campaign_A,33,327,high,2911.04,0,in_stock,0
2025-05-05,West,Skincare Kit,Beauty,Retail,Campaign_A,44,522,low,3998.95,0,in_stock,0
2025-05-05,East,Headphones,Electronics,Web,Campaign_B,59,1223,none,12247.77,0,in_stock,0
2025-05-05,East,Dumbbell Set,Sports,Mobile,Campaign_A,58,1098,none,10230.35,0,in_stock,0
2025-05-05,West,Office Chair,Furniture,Mobile,Campaign_B,40,662,low,14063.86,0,in_stock,0
2025-05-06,North,Yoga Mat,Sports,Mobile,Campaign_B,32,678,none,1625.03,0,in_stock,0
2025-05-06,South,Skincare Kit,Beauty,Retail,Campaign_A,39,936,none,4590.72,0,in_stock,0
2025-05-06,South,Yoga Mat,Sports,Mobile,Campaign_B,59,704,none,3249.57,0,in_stock,0
2025-05-06,South,Coffee Pack,Grocery,Web,Campaign_B,11,226,none,350.96,0,in_stock,0
2025-05-06,North,Coffee Pack,Grocery,Retail,Campaign_A,55,1178,low,1754.34,0,in_stock,0
2025-05-06,North,Skincare Kit,Beauty,Web,Campaign_C,58,1186,none,5480.63,0,in_stock,0
2025-05-06,South,Smartphone,Electronics,Web,Campaign_A,39,503,none,34143.46,0,in_stock,0
2025-05-06,West,Smart Lamp,Home,Web,Campaign_A,50,621,low,4653.37,0,in_stock,0
2025-05-06,East,Snack Box,Grocery,Mobile,Campaign_B,59,1137,none,1179.5,0,in_stock,0
2025-05-06,East,Skincare Kit,Beauty,Web,Campaign_A,29,680,low,3131.79,0,in_stock,0
2025-05-06,North,Smart Lamp,Home,Mobile,Campaign_A,52,735,medium,4062.69,0,in_stock,0
2025-05-06,West,Dumbbell Set,Sports,Mobile,Campaign_C,32,705,low,4246.3,0,low_stock,0
2025-05-06,East,Running Shoes,Fashion,Mobile,,52,1106,none,6218.45,0,in_stock,0
2025-05-07,East,Standing Desk,Furniture,Retail,Campaign_B,9,156,none,5866.81,0,in_stock,0
2025-05-07,South,Standing Desk,Furniture,Mobile,Campaign_B,64,864,none,37504.61,0,in_stock,0
2025-05-07,South,Coffee Pack,Grocery,Web,,40,898,high,814.91,0,in_stock,0
2025-05-07,South,Skincare Kit,Beauty,Mobile,Campaign_A,42,550,low,4002.77,0,in_stock,0
2025-05-07,North,Skincare Kit,Beauty,Web,Campaign_B,55,1267,none,5908.24,0,in_stock,0
2025-05-07,South,Smartphone,Electronics,Retail,Campaign_A,26,402,none,19800.25,0,low_stock,0
2025-05-07,West,Dumbbell Set,Sports,Mobile,Campaign_A,50,1138,low,7888.17,0,in_stock,0
2025-05-07,West,Smart Lamp,Home,Retail,Campaign_A,33,782,none,2875.91,0,in_stock,0
2025-05-07,East,Running Shoes,Fashion,Mobile,Campaign_A,60,1091,medium,6454.18,0,in_stock,0
2025-05-07,East,Yoga Mat,Sports,Web,Campaign_B,34,708,low,1709.3,0,in_stock,0
2025-05-07,North,Smart Lamp,Home,Web,Campaign_C,40,497,high,1819.21,0,in_stock,0
2025-05-08,North,Yoga Mat,Sports,Retail,Campaign_C,7,122,none,324.5,0,low_stock,0
2025-05-08,South,Office Chair,Furniture,Web,,37,806,none,13054.33,0,in_stock,0
2025-05-08,South,Smart Lamp,Home,Web,Campaign_A,32,791,none,2948.6,0,in_stock,0
2025-05-08,South,T-Shirt,Fashion,Web,Campaign_B,37,763,none,1570.27,0,in_stock,0
2025-05-08,South,Dumbbell Set,Sports,Web,Campaign_A,45,970,high,4750.13,0,in_stock,0
2025-05-08,North,Standing Desk,Furniture,Web,Campaign_B,51,1058,none,32663.28,0,in_stock,0
2025-05-08,West,Skincare Kit,Beauty,Mobile,Campaign_B,57,582,none,5885.99,0,in_stock,0
2025-05-08,West,Yoga Mat,Sports,Retail,Campaign_A,44,746,medium,2148.39,0,in_stock,0
2025-05-08,West,Standing Desk,Furniture,Mobile,Campaign_A,52,1035,medium,29670.82,0,in_stock,0
2025-05-08,East,Running Shoes,Fashion,Mobile,Campaign_B,38,735,high,3162.18,0,in_stock,0
2025-05-08,East,Skincare Kit,Beauty,Mobile,Campaign_A,47,608,none,5270.7,0,low_stock,0
2025-05-08,West,Smartphone,Electronics,Retail,Campaign_B,50,749,none,34828.64,0,in_stock,0
2025-05-08,East,Smart Lamp,Home,Web,Campaign_A,73,1824,low,5621.57,0,in_stock,0
2025-05-09,South,Skincare Kit,Beauty,Web,Campaign_A,37,402,low,3927.36,0,low_stock,0
2025-05-09,North,Skincare Kit,Beauty,Mobile,Campaign_C,35,538,none,2750.42,0,in_stock,0
2025-05-09,South,Tablet,Electronics,Mobile,Campaign_B,19,434,none,8294.69,0,in_stock,0
2025-05-09,South,Smart Lamp,Home,Web,Campaign_A,55,826,none,5364.49,0,in_stock,0
2025-05-09,South,Winter Jacket,Fashion,Web,Campaign_A,58,998,low,14176.04,0,in_stock,0
2025-05-09,North,Smart Lamp,Home,Web,Campaign_B,53,601,none,4346.11,0,in_stock,0
