date,region,product,category,channel,campaign,inventory_status,discount_band,holiday_flag,incident_flag,revenue,orders,impressions,avg_order_value,conversion_rate
2025-02-17,West,Coffee Pack,Grocery,Retail,Campaign_A,in_stock,high,0,0,950.89,38,939,25.02,4.0469
2025-02-17,South,T-Shirt,Fashion,Web,Campaign_C,in_stock,low,0,0,1655.17,49,911,33.78,5.3787
2025-02-17,South,Dumbbell Set,Sports,Mobile,Campaign_A,in_stock,low,0,0,7601.36,45,705,168.92,6.383
2025-02-17,North,Standing Desk,Furniture,Mobile,Campaign_B,in_stock,none,0,0,23478.19,42,350,559.0,12.0
2025-02-17,North,Running Shoes,Fashion,Retail,Campaign_C,in_stock,medium,0,0,2801.71,30,659,93.39,4.5524
2025-02-17,North,Laptop,Electronics,Mobile,Unknown,in_stock,none,0,0,45263.28,51,446,887.52,11.435
2025-02-17,East,Smartphone,Electronics,Mobile,Campaign_B,in_stock,none,0,0,15834.56,23,214,688.46,10.7477
2025-02-17,East,Smart Lamp,Home,Mobile,Campaign_C,in_stock,low,0,0,3411.79,52,449,65.61,11.5813
2025-02-17,East,Skincare Kit,Beauty,Mobile,Campaign_B,in_stock,low,0,0,3257.7,40,894,81.44,4.4743
2025-02-17,East,Organic Bundle,Grocery,Web,Campaign_A,in_stock,medium,0,0,3711.7,59,1373,62.91,4.2972
2025-02-17,North,Smart Lamp,Home,Mobile,Campaign_A,in_stock,medium,0,0,3065.47,45,362,68.12,12.4309
2025-02-18,West,Skincare Kit,Beauty,Mobile,Campaign_A,low_stock,low,0,0,4696.34,43,1069,109.22,4.0225
2025-02-18,West,Office Chair,Furniture,Retail,Campaign_B,in_stock,high,0,0,8852.55,33,390,268.26,8.4615
2025-02-18,South,Snack Box,Grocery,Retail,Campaign_B,in_stock,none,0,0,1268.6,59,1462,21.5,4.0356
2025-02-18,North,Standing Desk,Furniture,Web,Campaign_A,in_stock,medium,0,0,27652.96,45,624,614.51,7.2115
2025-02-18,South,Yoga Mat,Sports,Retail,Campaign_A,low_stock,medium,0,0,2098.32,40,476,52.46,8.4034
2025-02-18,North,Dumbbell Set,Sports,Mobile,Campaign_B,in_stock,medium,0,0,7517.99,56,757,134.25,7.3976
2025-02-18,East,Yoga Mat,Sports,Web,Campaign_C,in_stock,none,0,0,1996.33,43,375,46.43,11.4667
2025-02-18,East,Smart Lamp,Home,Mobile,Unknown,low_stock,medium,0,0,2865.75,53,829,54.07,6.3932
2025-02-18,East,Laptop,Electronics,Web,Campaign_A,in_stock,medium,0,0,27534.34,27,526,1019.79,5.1331
2025-02-18,North,Organic Bundle,Grocery,Mobile,Campaign_A,in_stock,none,0,0,1606.76,24,254,66.95,9.4488
2025-02-19,West,T-Shirt,Fashion,Mobile,Campaign_A,in_stock,none,1,0,611.92,13,262,47.07,4.9618
2025-02-19,West,Standing Desk,Furniture,Web,Campaign_A,in_stock,low,1,0,30239.84,50,939,604.8,5.3248
2025-02-19,South,Snack Box,Grocery,Mobile,Campaign_A,low_stock,none,1,0,1057.0,51,892,20.73,5.7175
2025-02-19,South,Smart Lamp,Home,Retail,Campaign_B,in_stock,high,1,0,2742.83,52,561,52.75,9.2692
2025-02-19,South,Laptop,Electronics,Mobile,Campaign_A,in_stock,none,1,0,46157.46,39,954,1183.52,4.0881
2025-02-19,North,Snack Box,Grocery,Web,Campaign_B,in_stock,medium,1,0,265.61,15,178,17.71,8.427
2025-02-19,North,Standing Desk,Furniture,Web,Campaign_A,in_stock,low,1,0,17890.22,25,618,715.61,4.0453
2025-02-19,East,Standing Desk,Furniture,Web,Campaign_A,in_stock,medium,1,0,19481.53,31,270,628.44,11.4815
2025-02-19,East,Running Shoes,Fashion,Web,Campaign_B,in_stock,high,1,0,2703.37,32,607,84.48,5.2718
2025-02-19,East,Organic Bundle,Grocery,Mobile,Campaign_B,in_stock,none,1,0,1678.38,24,219,69.93,10.9589
2025-02-19,North,T-Shirt,Fashion,Mobile,Campaign_A,low_stock,none,1,0,2959.31,69,1349,42.89,5.1149
2025-02-20,South,Office Chair,Furniture,Web,Campaign_B,in_stock,low,0,0,19008.92,59,827,322.19,7.1342
2025-02-20,South,Organic Bundle,Grocery,Mobile,Campaign_A,low_stock,low,0,0,1963.41,30,300,65.45,10.0
2025-02-20,South,Dumbbell Set,Sports,Web,Campaign_A,in_stock,none,0,0,1093.53,6,77,182.26,7.7922
2025-02-20,West,Laptop,Electronics,Web,Unknown,in_stock,none,0,0,21446.87,22,357,974.86,6.1625
2025-02-20,South,Smart Lamp,Home,Web,Campaign_A,in_stock,none,0,0,5760.13,64,596,90.0,10.7383
2025-02-20,North,Tablet,Electronics,Web,Campaign_C,in_stock,none,0,0,24363.94,61,540,399.41,11.2963
2025-02-20,West,Running Shoes,Fashion,Web,Campaign_B,in_stock,low,0,0,6308.16,54,446,116.82,12.1076
2025-02-20,North,Smart Lamp,Home,Retail,Campaign_A,in_stock,none,0,0,3706.59,46,1030,80.58,4.466
2025-02-20,East,Yoga Mat,Sports,Retail,Campaign_B,in_stock,none,0,0,207.91,4,82,51.98,4.878
2025-02-20,East,Skincare Kit,Beauty,Web,Unknown,in_stock,none,0,0,2804.79,31,424,90.48,7.3113
2025-02-20,East,Laptop,Electronics,Web,Campaign_C,in_stock,low,0,0,33059.44,36,750,918.32,4.8
2025-02-20,East,Coffee Pack,Grocery,Web,Campaign_A,in_stock,low,0,0,1248.74,38,565,32.86,6.7257
2025-02-20,North,T-Shirt,Fashion,Mobile,Campaign_A,in_stock,none,0,0,2710.68,57,625,47.56,9.12
2025-02-21,West,Snack Box,Grocery,Web,Campaign_B,low_stock,high,0,0,291.44,20,477,14.57,4.1929
2025-02-21,West,Skincare Kit,Beauty,Mobile,Campaign_A,in_stock,none,0,0,3906.86,39,764,100.18,5.1047
2025-02-21,South,Smart Lamp,Home,Mobile,Campaign_A,in_stock,none,0,0,4204.93,43,846,97.79,5.0827
2025-02-21,South,Office Chair,Furniture,Web,Campaign_A,in_stock,none,0,0,18009.27,45,1054,400.21,4.2694
2025-02-21,South,Dumbbell Set,Sports,Web,Campaign_A,in_stock,medium,0,0,6111.67,41,335,149.07,12.2388
2025-02-21,South,Coffee Pack,Grocery,Retail,Campaign_A,in_stock,high,0,0,1073.26,40,786,26.83,5.0891
2025-02-21,North,Tablet,Electronics,Mobile,Unknown,in_stock,none,0,0,18249.78,40,704,456.24,5.6818
2025-02-21,North,Running Shoes,Fashion,Retail,Campaign_C,in_stock,high,0,0,5169.81,63,1013,82.06,6.2192
2025-02-21,East,Skincare Kit,Beauty,Retail,Campaign_A,low_stock,none,0,0,6868.83,60,1478,114.48,4.0595
2025-02-21,East,Office Chair,Furniture,Web,Campaign_B,in_stock,medium,0,0,9877.06,36,480,274.36,7.5
2025-02-22,West,Snack Box,Grocery,Mobile,Campaign_C,in_stock,none,0,0,401.27,19,273,21.12,6.9597
2025-02-22,West,Skincare Kit,Beauty,Retail,Campaign_C,in_stock,low,0,0,6720.41,80,1148,84.01,6.9686
2025-02-22,South,Standing Desk,Furniture,Web,Campaign_C,in_stock,low,0,0,28369.59,50,1127,567.39,4.4366
2025-02-22,South,Smart Lamp,Home,Web,Campaign_A,low_stock,low,0,0,2249.84,25,342,89.99,7.3099
2025-02-22,South,Laptop,Electronics,Mobile,Campaign_C,in_stock,none,0,0,61483.3,68,716,904.17,9.4972
2025-02-22,South,Coffee Pack,Grocery,Web,Campaign_A,low_stock,none,0,0,2113.24,57,1387,37.07,4.1096
2025-02-22,East,Office Chair,Furniture,Web,Campaign_A,in_stock,none,0,0,23180.24,61,869,380.0,7.0196
2025-02-22,North,Office Chair,Furniture,Retail,Campaign_A,in_stock,low,0,0,15991.2,39,588,410.03,6.6327
2025-02-22,East,Smartphone,Electronics,Retail,Unknown,in_stock,low,0,0,48975.55,75,1473,653.01,5.0916
2025-02-22,East,Smart Lamp,Home,Web,Campaign_A,in_stock,high,0,0,2508.73,36,504,69.69,7.1429
2025-02-22,East,Skincare Kit,Beauty,Mobile,Campaign_A,in_stock,none,0,0,3621.02,30,447,120.7,6.7114
2025-02-22,North,Snack Box,Grocery,Web,Campaign_C,in_stock,medium,0,0,217.62,14,127,15.54,11.0236
2025-02-23,South,Dumbbell Set,Sports,Retail,Campaign_A,in_stock,low,0,0,9522.21,56,1161,170.04,4.8234
2025-02-23,West,T-Shirt,Fashion,Web,Campaign_B,in_stock,high,0,0,1267.25,49,591,25.86,8.291
2025-02-23,West,Coffee Pack,Grocery,Web,Campaign_C,in_stock,none,0,0,1094.62,39,688,28.07,5.6686
2025-02-23,South,Headphones,Electronics,Mobile,Campaign_A,in_stock,medium,0,0,3587.72,19,234,188.83,8.1197
2025-02-23,North,Yoga Mat,Sports,Mobile,Campaign_B,in_stock,none,0,0,2062.25,39,764,52.88,5.1047
2025-02-23,West,Standing Desk,Furniture,Retail,Campaign_C,in_stock,none,0,0,57119.59,95,825,601.26,11.5152
2025-02-23,North,Smart Lamp,Home,Mobile,Campaign_A,in_stock,none,0,0,6802.06,83,1837,81.95,4.5182
2025-02-23,East,Skincare Kit,Beauty,Web,Campaign_C,in_stock,medium,0,0,3632.04,51,1001,71.22,5.0949
2025-02-23,East,Standing Desk,Furniture,Web,Campaign_B,in_stock,low,0,0,27167.31,45,938,603.72,4.7974
2025-02-23,North,Smartphone,Electronics,Web,Unknown,in_stock,none,0,0,28296.36,42,597,673.72,7.0352
2025-02-23,North,Running Shoes,Fashion,Mobile,Campaign_C,in_stock,none,0,0,5613.16,45,437,124.74,10.2975
2025-02-23,East,T-Shirt,Fashion,Web,Campaign_B,in_stock,none,0,0,1681.84,38,916,44.26,4.1485
2025-02-24,West,Smartphone,Electronics,Web,Unknown,in_stock,low,0,0,25445.27,44,789,578.3,5.5767
2025-02-24,West,Dumbbell Set,Sports,Retail,Campaign_B,in_stock,low,0,0,3586.63,27,240,132.84,11.25
2025-02-24,South,Yoga Mat,Sports,Web,Campaign_B,out_of_stock,none,0,0,275.59,5,394,55.12,1.269
2025-02-24,South,Smart Lamp,Home,Web,Campaign_B,in_stock,none,0,0,3467.89,42,741,82.57,5.668
2025-02-24,South,T-Shirt,Fashion,Retail,Campaign_C,in_stock,none,0,0,1081.27,27,247,40.05,10.9312
2025-02-24,North,Headphones,Electronics,Web,Campaign_B,in_stock,none,0,0,9484.97,43,541,220.58,7.9482
2025-02-24,North,Dumbbell Set,Sports,Web,Campaign_A,in_stock,high,0,0,3121.09,27,444,115.6,6.0811
2025-02-24,East,Skincare Kit,Beauty,Web,Campaign_B,in_stock,low,0,0,1572.51,18,145,87.36,12.4138
2025-02-24,East,Office Chair,Furniture,Mobile,Campaign_B,in_stock,none,0,0,12808.08,36,425,355.78,8.4706
2025-02-24,North,Smart Lamp,Home,Web,Campaign_C,in_stock,none,0,0,4725.97,65,527,72.71,12.334
2025-02-25,West,T-Shirt,Fashion,Mobile,Campaign_A,in_stock,low,0,0,2851.37,65,1540,43.87,4.2208
2025-02-25,West,Dumbbell Set,Sports,Mobile,Unknown,in_stock,low,0,0,4794.56,39,628,122.94,6.2102
2025-02-25,South,Standing Desk,Furniture,Mobile,Campaign_C,in_stock,none,0,0,21843.23,36,795,606.76,4.5283
2025-02-25,South,Snack Box,Grocery,Mobile,Campaign_C,in_stock,none,0,0,798.45,43,875,18.57,4.9143
2025-02-25,South,Skincare Kit,Beauty,Web,Campaign_C,in_stock,low,0,0,4323.15,49,495,88.23,9.899
2025-02-25,South,Headphones,Electronics,Mobile,Campaign_B,in_stock,none,0,0,13321.6,58,1297,229.68,4.4719
2025-02-25,North,Smart Lamp,Home,Retail,Campaign_B,in_stock,none,0,0,4362.91,57,1290,76.54,4.4186
2025-02-25,East,Winter Jacket,Fashion,Web,Campaign_B,in_stock,medium,0,0,8780.85,44,388,199.56,11.3402
2025-02-25,East,Standing Desk,Furniture,Web,Campaign_A,low_stock,none,0,0,23095.57,35,718,659.87,4.8747
2025-02-25,East,Skincare Kit,Beauty,Web,Campaign_A,in_stock,low,0,0,3143.62,34,638,92.46,5.3292
2025-02-25,East,Headphones,Electronics,Web,Campaign_A,in_stock,high,0,0,6727.25,42,678,160.17,6.1947
2025-02-25,North,Skincare Kit,Beauty,Web,Campaign_A,in_stock,low,0,0,2177.66,22,325,98.98,6.7692
2025-02-26,West,Yoga Mat,Sports,Web,Campaign_A,in_stock,none,0,0,1832.76,29,436,63.2,6.6514
2025-02-26,West,Smart Lamp,Home,Mobile,Campaign_C,in_stock,none,0,0,4988.57,61,544,81.78,11.2132
2025-02-26,West,Skincare Kit,Beauty,Retail,Campaign_A,in_stock,medium,0,0,4252.54,53,757,80.24,7.0013
2025-02-26,South,Winter Jacket,Fashion,Mobile,Campaign_B,in_stock,none,0,0,7973.86,41,352,194.48,11.6477
2025-02-26,South,Standing Desk,Furniture,Mobile,Campaign_A,in_stock,medium,0,0,22040.32,41,860,537.57,4.7674
2025-02-26,North,Laptop,Electronics,Mobile,Campaign_A,in_stock,none,0,0,51881.61,43,897,1206.55,4.7938
2025-02-26,East,Yoga Mat,Sports,Mobile,Campaign_A,in_stock,none,0,0,492.71,9,122,54.75,7.377
2025-02-26,East,Snack Box,Grocery,Web,Campaign_B,in_stock,none,0,0,773.37,36,753,21.48,4.7809
2025-02-26,East,Laptop,Electronics,Web,Campaign_A,in_stock,none,0,0,56263.6,48,1091,1172.16,4.3996
2025-02-26,North,Skincare Kit,Beauty,Mobile,Unknown,in_stock,none,0,0,3999.23,43,710,93.01,6.0563
2025-02-27,South,Smart Lamp,Home,Web,Campaign_C,in_stock,none,0,0,3000.86,37,485,81.1,7.6289
2025-02-27,West,Yoga Mat,Sports,Web,Unknown,in_stock,low,0,0,1071.72,28,682,38.28,4.1056
2025-02-27,West,Smartphone,Electronics,Mobile,Campaign_A,in_stock,none,0,0,30627.66,37,711,827.77,5.2039
2025-02-27,West,Skincare Kit,Beauty,Web,Campaign_B,in_stock,low,0,0,4675.31,58,1134,80.61,5.1146
2025-02-27,South,Standing Desk,Furniture,Mobile,Campaign_A,in_stock,none,0,0,31756.37,40,777,793.91,5.148
2025-02-27,South,Headphones,Electronics,Retail,Campaign_A,in_stock,low,0,0,9610.24,47,1017,204.47,4.6214
2025-02-27,East,Smart Lamp,Home,Web,Campaign_C,in_stock,none,0,0,3443.06,51,742,67.51,6.8733
2025-02-27,North,T-Shirt,Fashion,Mobile,Campaign_A,in_stock,none,0,0,732.58,15,352,48.84,4.2614
2025-02-27,East,Coffee Pack,Grocery,Web,Campaign_A,in_stock,none,0,0,1328.56,40,440,33.21,9.0909
2025-02-27,North,Yoga Mat,Sports,Web,Campaign_A,in_stock,none,0,0,1928.85,33,498,58.45,6.6265
2025-02-27,East,Yoga Mat,Sports,Web,Campaign_A,in_stock,high,0,0,1922.88,43,755,44.72,5.6954
2025-02-27,North,Smart Lamp,Home,Retail,Campaign_B,in_stock,none,0,0,2337.34,31,533,75.4,5.8161
2025-02-28,West,Tablet,Electronics,Retail,Campaign_B,in_stock,low,0,0,15839.48,33,758,479.98,4.3536
2025-02-28,West,Running Shoes,Fashion,Mobile,Campaign_B,in_stock,none,0,0,2840.39,22,512,129.11,4.2969
2025-02-28,West,Dumbbell Set,Sports,Mobile,Campaign_A,in_stock,none,0,0,9219.62,61,1265,151.14,4.8221
2025-02-28,South,Smart Lamp,Home,Mobile,Campaign_A,in_stock,none,0,0,363.33,4,64,90.83,6.25
2025-02-28,South,Laptop,Electronics,Mobile,Campaign_A,low_stock,none,0,0,50311.62,46,633,1093.73,7.267
2025-02-28,South,Coffee Pack,Grocery,Web,Campaign_A,low_stock,none,0,0,1950.41,49,961,39.8,5.0989
2025-02-28,South,Office Chair,Furniture,Retail,Campaign_C,in_stock,none,0,0,19731.11,57,1117,346.16,5.103
2025-02-28,North,Winter Jacket,Fashion,Web,Campaign_A,in_stock,medium,0,0,14611.15,68,1503,214.87,4.5243
2025-02-28,North,Office Chair,Furniture,Web,Campaign_A,in_stock,low,0,0,12931.69,38,379,340.31,10.0264
2025-02-28,North,Laptop,Electronics,Mobile,Campaign_C,in_stock,low,0,0,18937.89,22,217,860.81,10.1382
2025-02-28,East,Smartphone,Electronics,Mobile,Campaign_B,in_stock,low,0,0,34564.95,46,477,751.41,9.6436
2025-02-28,East,Smart Lamp,Home,Web,Campaign_C,in_stock,none,0,0,3085.22,39,805,79.11,4.8447
2025-02-28,North,Yoga Mat,Sports,Mobile,Campaign_A,in_stock,medium,0,0,2518.12,49,790,51.39,6.2025
2025-03-01,South,Smartphone,Electronics,Mobile,Campaign_B,in_stock,high,0,0,19679.95,42,777,468.57,5.4054
2025-03-01,West,T-Shirt,Fashion,Web,Unknown,in_stock,none,0,0,1555.6,44,653,35.35,6.7381
2025-03-01,West,Smart Lamp,Home,Mobile,Campaign_A,in_stock,none,0,0,4310.07,43,736,100.23,5.8424
2025-03-01,West,Skincare Kit,Beauty,Retail,Campaign_A,in_stock,high,0,0,5096.44,72,1461,70.78,4.9281
2025-03-01,West,Office Chair,Furniture,Web,Campaign_B,in_stock,low,0,0,15043.18,40,366,376.08,10.929
2025-03-01,South,Yoga Mat,Sports,Retail,Campaign_C,in_stock,medium,0,0,1773.09,47,1004,37.73,4.6813
2025-03-01,South,Smart Lamp,Home,Web,Campaign_A,in_stock,none,0,0,5363.43,53,1296,101.2,4.0895
2025-03-01,East,Standing Desk,Furniture,Mobile,Campaign_C,in_stock,none,0,0,22936.01,38,645,603.58,5.8915
2025-03-01,North,Tablet,Electronics,Web,Campaign_C,in_stock,low,0,0,6323.89,17,176,371.99,9.6591
2025-03-01,North,Smart Lamp,Home,Retail,Campaign_A,low_stock,none,0,0,2264.28,27,353,83.86,7.6487
2025-03-01,North,Organic Bundle,Grocery,Mobile,Campaign_B,low_stock,low,0,0,4447.27,72,1692,61.77,4.2553
2025-03-01,East,Smart Lamp,Home,Mobile,Campaign_A,in_stock,medium,0,0,2877.2,43,859,66.91,5.0058
2025-03-01,East,Skincare Kit,Beauty,Mobile,Campaign_B,in_stock,none,0,0,3902.93,37,662,105.48,5.5891
2025-03-01,South,Skincare Kit,Beauty,Retail,Campaign_B,in_stock,high,0,0,2891.28,46,1043,62.85,4.4104
2025-03-01,East,Running Shoes,Fashion,Mobile,Campaign_A,in_stock,medium,0,0,4723.03,44,846,107.34,5.2009
2025-03-02,South,T-Shirt,Fashion,Web,Campaign_A,in_stock,low,0,0,2655.92,57,1255,46.6,4.5418
2025-03-02,West,Dumbbell Set,Sports,Web,Campaign_B,in_stock,none,0,0,11644.12,71,599,164.0,11.8531
2025-03-02,East,T-Shirt,Fashion,Mobile,Campaign_B,in_stock,medium,0,0,2052.09,59,716,34.78,8.2402
2025-03-02,West,Standing Desk,Furniture,Web,Campaign_B,in_stock,medium,0,0,23484.11,44,1036,533.73,4.2471
2025-03-02,South,Smartphone,Electronics,Mobile,Unknown,in_stock,none,0,0,29870.18,49,993,609.6,4.9345
2025-03-02,West,Skincare Kit,Beauty,Mobile,Campaign_A,low_stock,medium,0,0,739.0,8,157,92.38,5.0955
2025-03-02,South,Organic Bundle,Grocery,Web,Campaign_C,in_stock,none,0,0,1771.23,31,745,57.14,4.1611
2025-03-02,East,Coffee Pack,Grocery,Web,Campaign_A,low_stock,none,0,0,1389.0,40,707,34.72,5.6577
2025-03-02,North,Smart Lamp,Home,Mobile,Campaign_B,in_stock,none,0,0,3895.46,46,1085,84.68,4.2396
2025-03-02,North,Skincare Kit,Beauty,Mobile,Campaign_C,in_stock,low,0,0,4653.57,58,860,80.23,6.7442
2025-03-02,North,Office Chair,Furniture,Web,Campaign_A,in_stock,none,0,0,21968.13,60,1487,366.14,4.035
2025-03-02,East,Skincare Kit,Beauty,Mobile,Campaign_C,in_stock,low,0,0,2327.91,31,584,75.09,5.3082
2025-03-02,North,T-Shirt,Fashion,Web,Campaign_A,in_stock,none,0,0,2564.26,62,1290,41.36,4.8062
2025-03-03,West,Yoga Mat,Sports,Web,Campaign_B,in_stock,low,0,0,1816.73,35,743,51.91,4.7106
2025-03-03,West,Tablet,Electronics,Retail,Unknown,in_stock,medium,0,0,9067.74,29,640,312.68,4.5312
2025-03-03,West,Skincare Kit,Beauty,Web,Campaign_B,in_stock,high,0,0,3074.65,41,881,74.99,4.6538
2025-03-03,West,Office Chair,Furniture,Web,Campaign_A,in_stock,low,0,0,17856.59,45,1032,396.81,4.3605
2025-03-03,South,Standing Desk,Furniture,Mobile,Campaign_B,low_stock,none,0,0,4314.67,7,132,616.38,5.303
2025-03-03,South,Skincare Kit,Beauty,Web,Campaign_B,in_stock,high,0,0,2235.26,34,626,65.74,5.4313
2025-03-03,South,Organic Bundle,Grocery,Mobile,Campaign_C,in_stock,low,0,0,937.97,19,420,49.37,4.5238
2025-03-03,South,Running Shoes,Fashion,Mobile,Campaign_B,in_stock,low,0,0,5583.86,48,584,116.33,8.2192
2025-03-03,North,Standing Desk,Furniture,Web,Campaign_B,in_stock,none,0,0,28304.03,41,408,690.34,10.049
2025-03-03,North,Dumbbell Set,Sports,Web,Campaign_A,in_stock,none,0,0,8221.53,44,656,186.85,6.7073
2025-03-03,East,Yoga Mat,Sports,Retail,Unknown,in_stock,none,0,0,1514.54,38,804,39.86,4.7264
2025-03-03,East,Smart Lamp,Home,Web,Unknown,in_stock,none,0,0,1675.86,22,190,76.18,11.5789
2025-03-03,East,Skincare Kit,Beauty,Mobile,Campaign_B,in_stock,low,0,0,2845.85,29,422,98.13,6.872
2025-03-03,East,Organic Bundle,Grocery,Mobile,Campaign_A,in_stock,none,0,0,4769.1,61,1389,78.18,4.3916
2025-03-03,North,Tablet,Electronics,Web,Campaign_A,in_stock,none,0,0,19259.36,38,495,506.83,7.6768
2025-03-04,North,Running Shoes,Fashion,Mobile,Campaign_A,in_stock,low,0,0,5577.71,44,895,126.77,4.9162
2025-03-04,West,Standing Desk,Furniture,Web,Unknown,in_stock,low,0,0,29077.59,57,965,510.13,5.9067
2025-03-04,West,Snack Box,Grocery,Web,Campaign_B,in_stock,none,0,0,457.1,21,226,21.77,9.292
2025-03-04,South,Winter Jacket,Fashion,Web,Campaign_A,low_stock,low,0,0,7084.86,28,253,253.03,11.0672
2025-03-04,South,Tablet,Electronics,Mobile,Campaign_A,in_stock,none,0,0,36629.76,68,1165,538.67,5.8369
2025-03-04,South,Dumbbell Set,Sports,Retail,Campaign_A,in_stock,none,0,0,3076.73,19,216,161.93,8.7963
2025-03-04,West,Winter Jacket,Fashion,Web,Campaign_A,in_stock,medium,0,0,11007.09,55,1195,200.13,4.6025
2025-03-04,North,Headphones,Electronics,Web,Campaign_A,in_stock,medium,0,0,7944.08,40,388,198.6,10.3093
2025-03-04,North,Coffee Pack,Grocery,Mobile,Campaign_A,in_stock,low,0,0,1837.47,58,1085,31.68,5.3456
2025-03-04,East,Headphones,Electronics,Mobile,Campaign_A,in_stock,none,0,0,14791.35,58,912,255.02,6.3596
2025-03-04,East,Skincare Kit,Beauty,Web,Campaign_B,in_stock,medium,0,0,2979.7,34,627,87.64,5.4226
2025-03-04,North,Dumbbell Set,Sports,Mobile,Campaign_C,in_stock,none,0,0,7162.7,48,427,149.22,11.2412
2025-03-04,East,Standing Desk,Furniture,Web,Unknown,out_of_stock,low,0,0,5459.38,11,971,496.31,1.1329
2025-03-04,East,Smart Lamp,Home,Web,Campaign_A,in_stock,none,0,0,5527.0,60,1360,92.12,4.4118
2025-03-05,West,Smart Lamp,Home,Web,Unknown,in_stock,low,0,0,5194.42,78,847,66.6,9.209
2025-03-05,West,Skincare Kit,Beauty,Retail,Campaign_A,in_stock,high,0,0,221.14,3,71,73.71,4.2254
2025-03-05,South,Smart Lamp,Home,Web,Campaign_C,in_stock,medium,0,0,1570.08,26,404,60.39,6.4356
2025-03-05,South,Skincare Kit,Beauty,Web,Campaign_C,in_stock,none,0,0,3455.64,40,830,86.39,4.8193
2025-03-05,South,Laptop,Electronics,Retail,Campaign_A,low_stock,medium,0,0,58349.52,52,591,1122.11,8.7986
2025-03-05,West,Yoga Mat,Sports,Retail,Campaign_B,in_stock,none,0,0,1227.03,23,307,53.35,7.4919
2025-03-05,North,Yoga Mat,Sports,Mobile,Campaign_A,in_stock,none,0,0,935.77,18,181,51.99,9.9448
2025-03-05,North,Skincare Kit,Beauty,Web,Campaign_C,in_stock,none,0,0,2970.09,34,276,87.36,12.3188
2025-03-05,East,Smart Lamp,Home,Mobile,Campaign_B,in_stock,high,0,0,2007.39,34,550,59.04,6.1818
2025-03-05,East,Coffee Pack,Grocery,Web,Campaign_A,in_stock,none,0,0,395.21,10,152,39.52,6.5789
2025-03-05,South,Coffee Pack,Grocery,Retail,Campaign_C,in_stock,none,0,0,806.14,26,620,31.01,4.1935
2025-03-06,West,Smart Lamp,Home,Web,Campaign_B,in_stock,medium,0,0,2152.29,37,731,58.17,5.0616
2025-03-06,West,Headphones,Electronics,Web,Campaign_C,in_stock,high,0,0,5114.04,35,842,146.12,4.1568
2025-03-06,West,Dumbbell Set,Sports,Mobile,Campaign_B,low_stock,none,0,0,6944.06,47,1054,147.75,4.4592
2025-03-06,South,Smart Lamp,Home,Retail,Campaign_C,low_stock,low,0,0,1860.89,28,260,66.46,10.7692
2025-03-06,South,Skincare Kit,Beauty,Mobile,Campaign_B,in_stock,low,0,0,6313.15,65,892,97.13,7.287
2025-03-06,South,Coffee Pack,Grocery,Retail,Campaign_B,low_stock,medium,0,0,859.49,31,643,27.73,4.8212
2025-03-06,North,Dumbbell Set,Sports,Retail,Campaign_B,in_stock,none,0,0,5083.91,31,288,164.0,10.7639
2025-03-06,East,Yoga Mat,Sports,Web,Campaign_B,in_stock,none,0,0,1084.24,22,218,49.28,10.0917
2025-03-06,East,Skincare Kit,Beauty,Web,Campaign_A,in_stock,low,0,0,7970.75,78,980,102.19,7.9592
2025-03-06,North,Skincare Kit,Beauty,Retail,Campaign_A,in_stock,medium,0,0,2795.1,28,593,99.82,4.7218
2025-03-06,East,Smart Lamp,Home,Mobile,Unknown,in_stock,none,0,0,2790.18,44,941,63.41,4.6759
2025-03-07,West,Yoga Mat,Sports,Web,Campaign_B,in_stock,none,0,0,3066.82,57,772,53.8,7.3834
2025-03-07,North,Yoga Mat,Sports,Retail,Campaign_C,in_stock,none,0,0,1476.37,28,311,52.73,9.0032
2025-03-07,West,Office Chair,Furniture,Web,Campaign_A,low_stock,none,0,0,16854.53,37,375,455.53,9.8667
2025-03-07,South,Yoga Mat,Sports,Retail,Campaign_A,in_stock,medium,0,0,1479.02,34,581,43.5,5.852
2025-03-07,South,Smart Lamp,Home,Retail,Campaign_B,in_stock,none,0,0,3843.38,48,434,80.07,11.0599
2025-03-07,North,Smart Lamp,Home,Web,Campaign_C,in_stock,none,0,0,1919.05,29,644,66.17,4.5031
2025-03-07,East,Winter Jacket,Fashion,Web,Campaign_B,in_stock,low,0,0,6782.08,36,764,188.39,4.712
2025-03-07,East,Standing Desk,Furniture,Web,Campaign_A,in_stock,low,0,0,13002.9,22,176,591.04,12.5
2025-03-07,East,Smartphone,Electronics,Retail,Campaign_C,in_stock,none,0,0,33288.99,53,605,628.09,8.7603
2025-03-07,East,Organic Bundle,Grocery,Web,Campaign_C,in_stock,none,0,0,463.3,8,160,57.91,5.0
2025-03-07,North,Organic Bundle,Grocery,Web,Campaign_B,in_stock,none,0,0,3148.66,49,484,64.26,10.124
2025-03-08,West,Skincare Kit,Beauty,Mobile,Campaign_A,in_stock,medium,0,0,5377.71,64,1201,84.03,5.3289
2025-03-08,West,Dumbbell Set,Sports,Web,Campaign_C,in_stock,medium,0,0,5163.15,46,629,112.24,7.3132
2025-03-08,South,Smart Lamp,Home,Web,Campaign_C,in_stock,low,0,0,2222.17,37,813,60.06,4.551
